Borough,Names,Median Age 2011,Population Density (persons per sq km) 2011,No people in household have English as a main language 2011,All Households 2011,Mean Modelled Household income (£) 2012/13,Economically active: % Unemployed 2011,% No qualifications 2011,Rates children (0-18) living in Out-of-work Benefit Claimant Households 2011,Total crime (numbers) 2011,Total Crime Rate 2011,Drugs Crime Total Number 2011,% People with Bad or Very Bad Health 2011,% area that is greenspace 2012
Hackney,King's Park,31,6194.4,566,4222,38930,16.1,24.6,38.5,712,63.9,60,7.9,67.7
Hackney,Leabridge,31,12818.2,953,5522,42650,12.9,18.5,31.6,1110,78.7,90,6.7,23.0
Hackney,Lordship,29,10250.0,601,4594,48700,8.9,24.2,18.7,765,62.2,45,5.6,33.6
Hackney,New River,28,12600.0,883,4541,43230,13.0,29.0,18.8,951,75.5,65,6.2,28.0
Hackney,Queensbridge,31,12454.5,699,5910,44620,10.9,18.8,34.4,1834,133.9,164,7.0,15.6
Hackney,Springfield,27,12400.0,789,4343,40810,15.1,31.7,22.7,766,61.8,75,6.4,26.5
Hackney,Stoke Newington Central,32,17857.1,690,5291,51920,8.4,14.2,26.1,1295,103.6,110,5.8,13.3
Hackney,Victoria,31,16625.0,588,5642,45410,12.1,19.5,36.3,1431,107.6,122,6.4,20.9
Hackney,Wick,30,7375.0,523,4802,40010,14.7,22.8,43.6,1151,97.5,92,7.0,29.5
Hammersmith and Fulham,Addison,33,19166.7,881,5591,63150,6.3,9.3,21.5,1397,121.5,92,4.2,0.3
Hammersmith and Fulham,Askew,32,17687.5,922,6234,54390,9.0,13.7,27.3,1035,73.1,86,5.4,3.6
Hammersmith and Fulham,Avonmore and Brook Green,32,13555.6,1164,5719,62140,7.3,9.3,19.2,1023,83.9,71,4.5,8.8
Hammersmith and Fulham,College Park and Old Oak,32,2691.2,716,3674,43410,11.7,23.0,40.9,1285,140.4,86,6.2,43.8
Hammersmith and Fulham,Fulham Broadway,32,15714.3,775,4976,60160,7.3,14.8,28.6,1283,116.6,55,5.7,3.1
Hammersmith and Fulham,Fulham Reach,31,12500.0,694,4941,59970,6.1,11.7,27.0,1107,98.4,55,4.6,20.9
Hammersmith and Fulham,Hammersmith Broadway,33,10818.2,701,5218,56010,8.5,15.0,27.6,2914,244.9,217,6.2,9.4
Hammersmith and Fulham,Munster,31,18333.3,517,4840,73820,5.0,9.7,14.2,827,75.2,26,3.6,8.5
Hammersmith and Fulham,North End,31,19333.3,1079,5548,56020,7.6,11.2,35.0,1163,100.3,106,4.5,10.6
Hammersmith and Fulham,Palace Riverside,37,5000.0,267,3242,79350,4.2,9.9,7.4,665,88.7,28,3.7,54.7
Hammersmith and Fulham,Parsons Green and Walham,34,12000.0,505,4656,83750,5.6,9.5,13.6,1401,129.7,58,3.4,9.8
Hammersmith and Fulham,Ravenscourt Park,36,9000.0,561,4819,65710,6.8,9.9,23.3,1350,125.0,56,4.9,16.3
Hammersmith and Fulham,Sands End,31,9107.1,662,5626,63490,7.3,12.8,28.9,1026,80.5,42,4.4,25.0
Hammersmith and Fulham,Shepherd's Bush Green,32,11090.9,913,5552,51330,9.2,13.9,33.6,3947,323.5,337,5.8,9.7
Hammersmith and Fulham,Town,31,16000.0,586,4931,69820,6.3,9.4,20.5,1301,116.2,66,3.7,0.0
Hammersmith and Fulham,Wormholt and White City,31,14888.9,720,5023,44740,12.2,21.5,43.6,1069,79.8,127,6.5,4.2
Haringey,Alexandra,36,4557.7,389,4602,69550,5.6,8.0,7.7,1125,94.9,22,3.6,52.3
Haringey,Bounds Green,33,9821.4,1248,5796,44700,10.4,17.3,27.7,1157,84.1,59,5.5,25.3
Haringey,Bruce Grove,32,16111.1,1286,5467,39330,12.7,22.5,34.6,1451,100.1,103,6.4,4.9
Haringey,Crouch End,35,8892.9,443,5814,70560,5.0,6.4,8.0,959,77.0,22,3.0,14.2
Haringey,Fortis Green,35,6275.0,424,5133,67140,5.8,9.2,11.8,865,68.9,21,3.5,24.6
Haringey,Harringay,31,8312.5,1328,5471,48190,8.4,14.0,29.1,1280,96.2,208,5.3,45.4
Haringey,Highgate,35,4660.0,431,5255,73250,4.6,6.4,10.0,849,72.9,14,3.4,42.4
Haringey,Hornsey,34,11545.5,594,5673,52520,9.3,13.8,27.2,807,63.5,68,5.7,14.5
Haringey,Muswell Hill,37,6352.9,315,4492,73580,5.1,8.3,6.7,850,78.7,29,3.3,31.2
Haringey,Noel Park,31,11625.0,1404,5538,39680,11.9,20.8,36.3,3165,226.9,227,7.4,11.5
Haringey,Northumberland Park,31,7605.3,1433,5624,33120,19.4,29.2,40.1,1743,120.6,166,7.2,23.0
Haringey,St. Ann's,32,13318.2,1407,5442,41990,10.5,20.4,30.0,1208,82.5,80,6.6,20.0
Haringey,Seven Sisters,30,12307.7,1251,5555,43330,11.1,24.4,23.5,1375,85.9,76,5.6,23.4
Haringey,Stroud Green,33,10727.3,468,5207,59130,6.6,10.1,21.8,779,66.0,23,4.6,24.6
Haringey,Tottenham Green,32,10428.6,1527,5925,37600,14.4,22.7,35.5,2089,143.1,160,7.4,10.5
Haringey,Tottenham Hale,30,7947.4,1202,5384,35720,14.8,24.7,37.4,2053,136.0,140,6.3,29.0
Haringey,West Green,32,9571.4,1349,5202,40290,12.4,23.9,34.4,1203,89.8,139,7.0,38.2
Haringey,White Hart Lane,31,7911.8,926,4820,35340,15.2,30.0,39.3,1159,86.2,65,7.8,27.8
Haringey,Woodside,32,9700.0,1423,5555,41420,10.2,20.0,32.4,1265,86.9,102,6.0,26.8
Harrow,Belmont,37,6333.3,484,3662,54020,6.4,15.1,10.0,558,48.9,27,3.7,11.0
Harrow,Canons,39,2241.1,602,4821,50460,5.4,17.8,11.8,613,48.8,21,5.6,57.3
Harrow,Edgware,33,8357.1,920,3715,41980,8.7,22.5,20.2,728,62.2,18,4.5,15.0
Harrow,Greenhill,32,7352.9,1032,4974,47230,8.0,11.7,19.0,1754,140.3,84,4.2,7.7
Harrow,Harrow on the Hill,34,3430.6,693,4599,50100,7.1,13.3,10.6,777,62.9,41,4.2,43.4
Harrow,Harrow Weald,39,2489.1,438,4160,46390,8.1,19.4,19.6,717,62.6,44,5.5,56.3
Harrow,Hatch End,42,3257.6,365,3992,53990,6.0,15.4,12.7,541,50.3,11,4.4,31.1
Harrow,Headstone North,40,3075.8,326,3570,57100,5.6,12.9,7.8,400,39.4,28,4.1,49.5
Harrow,Headstone South,35,7466.7,638,4024,49350,7.6,13.1,13.5,417,37.2,23,4.0,14.4
Harrow,Kenton East,34,8615.4,857,3473,41060,8.6,23.4,17.3,481,42.9,27,5.3,7.2
Harrow,Kenton West,37,6250.0,692,3400,48400,7.0,17.9,11.6,614,54.6,29,4.5,17.9
Harrow,Marlborough,33,7718.8,872,4308,43080,10.4,17.1,22.5,882,71.4,78,4.7,8.3
Harrow,Pinner,42,3060.6,309,4117,56320,5.9,14.7,12.7,576,57.0,17,4.3,28.6
Harrow,Pinner South,41,4375.0,267,3928,64680,5.0,11.4,6.4,389,37.0,15,3.0,22.2
Harrow,Queensbury,33,7531.3,952,3635,43850,8.4,20.8,18.9,684,56.8,13,4.8,23.3
Harrow,Rayners Lane,37,7466.7,646,3668,51060,6.4,13.7,9.3,477,42.6,8,3.8,10.7
Harrow,Roxbourne,32,8600.0,944,4512,40110,10.1,19.2,22.4,712,55.2,41,5.4,15.4
Harrow,Roxeth,34,7343.8,752,3791,43940,9.1,17.3,14.0,718,61.1,30,4.2,18.4
Harrow,Stanmore Park,42,2511.1,384,4354,49520,7.1,19.7,17.7,675,59.7,25,6.4,45.8
Harrow,Wealdstone,33,9541.7,710,3882,40040,10.9,20.9,24.5,832,72.7,83,5.2,3.4
Harrow,West Harrow,36,6966.7,532,3683,50910,7.4,13.4,15.1,479,45.8,14,4.4,19.7
Havering,Brooklands,35,3571.4,267,6098,42630,8.8,24.9,21.6,1125,75.0,75,5.0,44.9
Havering,Cranham,45,1901.5,58,5178,51810,4.6,22.2,8.1,427,34.0,15,4.8,55.9
Havering,Elm Park,42,3378.4,109,5127,41990,7.5,29.6,21.1,622,49.8,25,5.7,55.7
Havering,Emerson Park,45,2608.7,78,4581,53940,4.4,23.1,6.4,558,46.5,29,4.3,31.2
Havering,Gooshays,34,1891.0,156,5971,35640,13.0,34.2,31.7,1246,84.5,77,7.1,68.4
Havering,Hacton,44,4920.0,82,4964,48420,5.6,25.3,11.6,415,33.7,12,4.3,24.1
Havering,Harold Wood,40,1671.1,136,5491,44860,7.6,25.8,17.8,915,72.0,57,5.6,60.7
Havering,Havering Park,38,1331.6,77,5111,40590,8.5,30.4,24.7,679,52.0,38,5.7,75.3
Havering,Heaton,38,3705.9,134,5299,35830,11.4,35.8,30.3,878,69.7,65,7.3,45.3
Havering,Hylands,42,4482.8,86,4990,48630,5.8,23.7,9.3,799,61.5,34,4.2,26.0
Havering,Mawneys,40,4316.7,131,5278,43350,6.8,29.6,17.3,770,59.5,22,5.2,32.1
Havering,Pettits,45,3250.0,86,5097,48780,5.4,25.7,10.7,735,56.5,43,4.4,32.4
Havering,Rainham and Wennington,40,739.6,119,4995,41660,8.0,29.8,20.2,1018,81.4,62,5.2,79.0
Havering,Romford Town,35,5500.0,403,7188,45060,7.6,21.0,17.3,3516,220.4,249,4.9,8.1
Havering,St. Andrew's,44,4963.0,94,5701,46300,6.1,26.2,12.9,1049,78.3,59,5.1,18.8
Havering,South Hornchurch,39,2000.0,137,5438,40060,9.3,31.4,22.2,1126,82.8,49,5.6,45.0
Havering,Squirrel's Heath,39,5096.2,72,5599,51110,5.1,20.0,11.1,625,47.2,33,4.0,16.7
Havering,Upminster,46,571.1,47,5093,59340,4.1,19.0,4.0,638,49.6,30,4.1,82.0
Hillingdon,Barnhill,31,6452.4,816,4299,38450,11.0,22.4,24.4,1341,99.0,93,5.0,27.8
Hillingdon,Botwell,31,3431.8,889,4956,37140,11.8,24.0,26.5,1499,99.3,137,5.7,32.2
Hillingdon,Brunel,28,4212.1,443,4514,41900,12.2,17.6,20.0,1420,102.2,104,4.5,40.5
Hillingdon,Cavendish,40,5850.0,164,4441,54290,5.1,17.2,9.0,507,43.3,19,3.8,17.7
Hillingdon,Charville,34,4233.3,423,4340,42870,7.8,21.6,17.5,850,66.9,48,4.2,44.9
Hillingdon,Eastcote and East Ruislip,44,2975.6,176,4735,59180,4.0,13.6,7.6,627,51.4,23,3.2,33.4
Hillingdon,Harefield,40,490.1,94,3008,46190,5.8,23.8,17.1,512,68.7,20,5.6,85.5
Hillingdon,Heathrow Villages,33,523.4,760,4450,40090,8.2,19.2,22.9,3789,308.0,183,4.2,31.4
Hillingdon,Hillingdon East,34,3611.1,293,4546,45220,7.6,19.3,18.2,933,71.8,40,4.2,48.1
Hillingdon,Ickenham,44,1685.5,109,3935,61230,4.2,14.6,5.0,450,43.1,17,3.2,55.7
Hillingdon,Manor,39,5750.0,160,4505,53570,4.3,17.0,9.3,650,56.5,23,3.5,18.0
Hillingdon,Northwood,44,1425.7,320,4578,57970,4.7,13.3,8.0,654,62.0,8,4.7,61.0
Hillingdon,Northwood Hills,40,3530.3,331,4678,53380,6.1,16.6,12.3,683,58.6,27,4.3,33.3
Hillingdon,Pinkwell,31,5500.0,858,4647,38490,9.6,22.0,25.2,1311,88.3,99,4.5,26.9
Hillingdon,South Ruislip,35,1682.4,358,4653,48910,6.0,18.3,16.0,994,79.8,35,3.8,62.8
Hillingdon,Townfield,31,4057.1,845,4658,36830,11.9,24.7,27.2,1870,131.7,151,5.8,30.8
Hillingdon,Uxbridge North,39,2630.4,279,4757,50820,5.6,16.8,11.3,1374,113.6,71,4.1,34.5
Hillingdon,Uxbridge South,28,4532.3,491,4908,41450,11.0,14.1,19.4,1741,123.9,85,4.1,26.2
Hillingdon,West Drayton,33,4128.6,494,5387,39500,9.0,24.3,29.2,1108,76.7,62,5.2,32.0
Hillingdon,West Ruislip,40,2431.8,180,4577,53580,4.6,16.3,10.9,747,69.8,26,4.1,49.5
Hillingdon,Yeading,31,5934.8,814,4675,40180,10.7,19.8,25.4,1285,94.1,95,4.6,33.3
Hillingdon,Yiewsley,32,3262.5,497,4967,39100,9.2,23.7,28.6,1489,114.1,82,5.2,41.3
Hounslow,Bedfont,33,2897.7,607,4859,40040,7.7,24.0,23.5,1120,87.8,69,5.1,52.5
Hounslow,Brentford,33,4500.0,891,5954,44100,9.2,17.2,27.0,1273,88.4,80,5.0,42.9
Hounslow,Chiswick Homefields,37,4956.5,476,4857,68670,5.4,9.3,10.6,1223,107.3,39,3.1,42.2
Hounslow,Chiswick Riverside,37,5523.8,453,5107,65260,4.3,9.2,12.4,847,73.0,14,3.6,35.2
Hounslow,Cranford,31,4574.1,1041,3930,38790,10.1,20.2,26.7,1239,100.3,82,5.6,26.6
Hounslow,Feltham North,35,3411.8,593,4220,41270,7.3,26.1,21.4,1130,97.4,64,5.9,36.4
Hounslow,Feltham West,31,4875.0,824,5813,42760,7.9,20.5,22.5,1356,86.9,88,3.7,41.4
Hounslow,Hanworth,33,3697.0,525,4651,39140,10.0,26.4,27.3,993,81.4,53,5.5,45.3
Hounslow,Hanworth Park,35,3180.6,490,4485,43190,6.8,23.4,21.3,1130,98.7,64,4.8,41.4
Hounslow,Heston Central,33,7264.7,930,3896,42200,9.4,17.3,20.8,932,75.5,102,5.6,15.8
Hounslow,Heston East,32,6175.0,1047,4004,42790,8.8,16.1,20.3,971,78.6,70,4.7,27.1
Hounslow,Heston West,32,3276.3,961,4016,37120,11.2,21.8,30.6,1567,125.9,112,5.8,39.1
Hounslow,Hounslow Central,31,8970.6,1588,5384,45140,8.9,12.8,14.2,2966,194.5,300,3.7,11.1
Hounslow,Hounslow Heath,31,5285.7,1361,4915,40870,9.2,15.7,21.1,1260,85.1,125,4.8,48.7
Hounslow,Hounslow South,36,6361.1,521,3944,50720,6.4,15.7,11.5,616,53.8,41,3.8,17.9
Hounslow,Hounslow West,32,7937.5,1159,3945,40060,8.7,16.3,16.5,1506,118.6,166,5.6,10.2
Hounslow,Isleworth,34,6000.0,571,4893,43770,8.1,19.9,29.3,962,80.2,56,5.5,22.6
Hounslow,Osterley and Spring Grove,34,2079.4,753,4796,53890,6.3,10.8,10.4,1133,86.5,68,3.6,54.2
Hounslow,Syon,34,4689.7,781,5790,46760,6.7,16.4,24.7,1191,87.6,79,4.6,42.5
Hounslow,Turnham Green,36,6388.9,694,5443,61230,5.2,9.9,14.9,1343,116.8,65,3.9,7.4
Islington,Barnsbury,31,15250.0,605,5539,62770,8.2,16.3,32.6,1826,149.7,162,6.0,11.0
Islington,Bunhill,29,13272.7,1111,6702,54080,11.3,15.8,38.8,2659,182.1,108,5.3,13.5
Islington,Caledonian,31,12636.4,881,6118,49320,9.9,21.0,38.6,1844,132.7,148,7.3,16.4
Islington,Canonbury,32,15125.0,518,5705,56130,8.7,19.2,38.2,1184,97.9,46,6.8,14.4
Islington,Clerkenwell,31,12777.8,668,5285,60270,8.9,15.1,34.6,2228,193.7,160,6.1,9.3
Islington,Finsbury Park,31,16000.0,1092,6251,46290,10.9,20.6,40.0,2625,182.3,205,7.8,15.9
Islington,Highbury East,33,11650.0,488,5240,67250,6.9,13.4,24.1,1121,96.2,50,5.1,21.6
Islington,Highbury West,31,13681.8,891,6975,60960,7.3,12.6,31.1,1406,93.4,102,4.9,10.5
Islington,Hillrise,33,14750.0,528,5069,53930,10.1,17.9,36.2,859,72.8,53,7.3,18.3
Islington,Holloway,30,15000.0,986,6638,48760,10.3,18.8,39.1,1314,87.6,74,6.6,16.9
Islington,Junction,33,12050.0,650,5647,54490,9.4,16.8,31.9,1289,107.0,71,6.8,16.6
Islington,Mildmay,31,16187.5,616,5830,54230,9.1,17.4,36.7,1169,90.3,68,6.6,10.4
Islington,St. George's,33,15500.0,576,5422,56520,9.0,16.5,30.9,1105,89.1,67,6.3,8.1
Islington,St. Mary's,32,12888.9,550,5523,64670,7.7,15.5,36.2,2830,244.0,128,6.3,9.6
Islington,St. Peter's,32,14812.5,526,5556,61060,8.4,17.3,38.5,1739,146.8,92,6.5,10.4
Islington,Tollington,32,16625.0,765,6056,52490,9.9,17.3,35.6,1215,91.4,84,7.2,13.3
Kensington and Chelsea,Abingdon,35,16583.3,1250,4792,113950,5.5,6.3,12.9,914,91.9,43,3.5,5.9
Kensington and Chelsea,Brompton,36,8800.0,1262,4703,139710,4.1,6.6,6.8,2773,315.1,90,2.8,10.8
Kensington and Chelsea,Campden,37,9055.6,717,3922,143000,4.2,4.5,5.2,1190,146.0,91,2.6,27.9
Kensington and Chelsea,Colville,35,20875.0,678,4369,87080,9.5,13.1,30.7,1617,193.7,122,6.5,10.5
Kensington and Chelsea,Courtfield,33,17800.0,1292,4571,132770,5.5,3.8,3.6,994,111.7,57,2.5,13.3
Kensington and Chelsea,Cremorne,39,13250.0,691,4010,87900,9.8,15.4,27.9,858,107.9,37,7.1,29.2
Kensington and Chelsea,Earl's Court,34,18100.0,1458,4934,88300,7.7,8.4,23.8,1051,116.1,69,5.2,10.0
Kensington and Chelsea,Golborne,34,9888.9,695,4104,59110,14.3,22.5,42.5,1309,147.1,173,9.1,34.6
Kensington and Chelsea,Hans Town,38,14583.3,1222,4932,122800,5.7,9.2,13.1,1032,117.9,62,3.6,8.5
Kensington and Chelsea,Holland,36,9750.0,934,4463,114140,6.1,7.0,12.4,909,93.2,87,3.5,28.2
Kensington and Chelsea,Norland,38,12357.1,592,4122,110760,7.7,14.2,20.9,828,95.7,84,5.4,15.3
Kensington and Chelsea,Notting Barns,35,15833.3,604,4151,72150,12.4,19.4,35.9,930,97.9,91,7.9,9.3
Kensington and Chelsea,Pembridge,35,15300.0,798,3946,116580,5.1,6.2,8.8,1381,180.5,225,3.2,11.9
Kensington and Chelsea,Queen's Gate,34,16333.3,1217,4878,137770,5.1,3.8,2.8,992,101.2,24,1.8,5.8
Kensington and Chelsea,Redcliffe,35,13142.9,1018,4716,113600,4.5,5.2,8.7,755,82.1,33,2.7,28.4
Kensington and Chelsea,Royal Hospital,43,8055.6,620,3710,129490,4.3,9.0,11.4,948,130.8,42,3.3,43.1
Kensington and Chelsea,St. Charles,35,13285.7,568,4208,70930,11.1,21.5,37.0,779,83.8,76,7.7,21.9
Kensington and Chelsea,Stanley,37,11642.9,773,4005,114710,4.5,7.3,8.9,1091,133.9,38,3.6,9.1
Kingston upon Thames,Alexandra,39,3425.9,276,3373,53150,5.4,15.8,8.4,465,50.3,18,3.3,43.5
Kingston upon Thames,Berrylands,36,6300.0,296,4305,54530,5.9,11.9,8.6,336,35.6,23,4.1,10.8
Kingston upon Thames,Beverley,37,5342.1,521,3924,52140,6.4,15.2,12.8,771,76.0,35,4.4,26.5
Kingston upon Thames,Canbury,33,10333.3,481,5072,59440,5.1,9.0,8.8,577,46.5,33,2.8,7.0
Kingston upon Thames,Chessington North and Hook,38,4605.3,169,3374,47240,5.7,21.9,14.4,451,51.5,20,4.5,27.5
Kingston upon Thames,Chessington South,37,1348.7,157,4035,48740,5.1,19.1,14.6,506,49.4,24,3.6,75.7
Kingston upon Thames,Coombe Hill,34,2352.3,514,3686,59520,7.6,10.7,11.5,602,58.2,21,3.3,42.1
Kingston upon Thames,Coombe Vale,38,6093.8,399,3600,57500,5.5,11.7,7.2,355,36.4,13,3.2,11.0
Kingston upon Thames,Grove,31,5763.2,544,4878,53170,8.1,8.5,14.1,3682,336.3,286,3.4,23.6
Kingston upon Thames,Norbiton,32,7807.7,550,4050,43740,9.3,17.7,23.0,709,69.9,48,4.6,34.5
Kingston upon Thames,Old Malden,40,5250.0,299,3558,53680,5.1,15.7,11.6,320,33.9,17,3.3,21.6
Kingston upon Thames,St. James,41,4090.9,421,3308,53810,5.1,15.9,8.6,368,40.9,12,4.1,28.2
Kingston upon Thames,St. Mark's,31,7464.3,393,4410,58420,8.7,6.7,7.0,625,59.8,25,2.6,23.9
Kingston upon Thames,Surbiton Hill,35,6176.5,320,4603,55750,4.9,10.7,11.3,332,31.6,16,3.5,5.8
Kingston upon Thames,Tolworth and Hook Rise,36,3788.5,300,3732,48080,5.7,18.4,12.7,611,62.0,21,3.8,33.1
Kingston upon Thames,Tudor,39,6000.0,226,3731,64010,4.2,10.1,6.4,378,39.4,24,2.8,22.7
Lambeth,Bishop's,32,6466.7,625,4570,51170,8.7,14.5,27.5,3010,310.3,115,4.4,31.6
Lambeth,Brixton Hill,31,14454.5,755,6788,49370,8.2,13.8,27.8,1559,98.1,115,4.5,13.1
Lambeth,Clapham Common,31,9961.5,409,5415,64590,5.3,8.3,18.9,1256,97.0,69,3.4,27.9
Lambeth,Clapham Town,31,12636.4,483,6184,57720,6.2,10.9,24.4,2702,194.4,156,4.2,13.2
Lambeth,Coldharbour,30,14041.7,945,7128,40490,14.4,17.6,38.4,3031,179.9,464,5.8,14.4
Lambeth,Ferndale,30,16777.8,773,6573,49960,7.8,13.3,30.2,2529,167.5,307,4.7,10.2
Lambeth,Gipsy Hill,33,8593.8,456,5957,46160,11.0,18.4,32.9,1415,102.9,96,5.4,25.7
Lambeth,Herne Hill,33,7575.0,706,6508,53040,8.1,12.2,20.8,1784,117.8,99,4.4,37.9
Lambeth,Knight's Hill,33,9866.7,703,6061,46550,11.6,15.9,26.6,1312,88.6,99,5.2,13.3
Lambeth,Larkhall,29,15727.3,929,7164,46970,9.0,13.9,33.6,1899,109.8,186,4.5,20.0
Lambeth,Oval,31,11692.3,1053,7003,49580,7.3,13.0,33.1,2179,143.4,237,4.5,24.9
Lambeth,Prince's,33,11958.3,833,6726,47420,9.1,16.3,30.4,1748,121.8,213,5.5,20.7
Lambeth,St. Leonard's,32,10428.6,978,6188,50510,7.9,12.6,20.9,1680,115.1,100,4.1,13.2
Lambeth,Stockwell,32,16500.0,1144,6427,44070,10.6,16.2,34.3,1435,96.6,191,4.7,13.2
Lambeth,Streatham Hill,33,11000.0,759,6100,49650,8.4,13.5,22.5,1173,82.0,39,4.7,14.2
Lambeth,Streatham South,33,8470.6,846,5350,46230,9.8,17.0,23.4,1021,70.9,43,4.7,26.6
Lambeth,Streatham Wells,32,9966.7,893,6271,48320,8.7,13.9,26.1,1152,77.1,62,4.1,18.3
Lambeth,Thornton,31,11454.5,512,5052,53300,8.7,14.2,27.5,803,63.7,42,4.5,22.4
Lambeth,Thurlow Park,33,9133.3,511,5863,52900,8.9,12.7,19.8,1305,95.3,69,4.3,19.7
Lambeth,Tulse Hill,31,15850.0,745,6622,44800,10.8,14.7,34.7,1403,88.5,117,5.2,16.6
Lambeth,Vassall,31,12909.1,735,6067,43790,12.0,16.0,34.8,1491,105.0,169,5.9,16.8
Lewisham,Bellingham,34,4790.3,380,6107,37860,12.3,25.4,33.0,1480,99.7,89,6.9,46.7
Lewisham,Blackheath,34,6130.4,475,6423,55200,7.8,13.2,19.3,1491,105.7,179,4.7,34.6
Lewisham,Brockley,31,10117.6,779,7435,46130,9.5,11.8,24.4,1861,108.2,182,4.0,13.5
Lewisham,Catford South,36,8026.3,403,5712,47390,9.9,17.3,18.3,852,55.9,68,4.7,3.0
Lewisham,Crofton Park,35,8823.5,439,6263,52020,8.1,15.3,20.7,1054,70.3,38,4.6,20.7
Lewisham,Downham,34,6083.3,378,6061,37320,13.1,30.2,35.1,1378,94.4,95,6.8,30.1
Lewisham,Evelyn,29,9250.0,1100,6883,36950,13.5,19.1,37.4,1607,96.5,92,5.2,22.6
Lewisham,Forest Hill,34,8277.8,535,6506,49880,8.9,13.9,19.3,1192,80.0,48,4.4,22.2
Lewisham,Grove Park,36,6125.0,435,6182,43660,9.5,22.5,24.7,1027,69.9,68,5.5,21.6
Lewisham,Ladywell,33,9093.8,541,5762,48990,10.4,12.8,21.7,1197,82.3,96,4.8,25.6
Lewisham,Lee Green,35,8138.9,513,6320,52300,7.2,14.6,17.9,1093,74.6,48,4.7,11.9
Lewisham,Lewisham Central,32,8333.3,959,7722,43180,10.4,16.1,28.6,3082,176.1,241,5.2,13.6
Lewisham,New Cross,30,8777.8,1009,6576,38070,13.5,17.9,31.2,2412,152.7,162,5.2,16.6
Lewisham,Perry Vale,34,9235.3,484,6707,47470,8.8,16.2,26.9,1188,75.7,85,4.6,9.7
Lewisham,Rushey Green,33,8333.3,641,6257,41830,12.5,18.0,25.6,2024,134.9,140,5.9,24.1
Lewisham,Sydenham,35,9235.3,484,6793,44810,10.4,18.7,28.4,1364,86.9,74,5.5,13.1
Lewisham,Telegraph Hill,31,10966.7,746,6855,45020,10.0,14.4,27.7,1122,68.2,69,4.8,16.1
Lewisham,Whitefoot,34,6500.0,378,5527,39620,12.1,25.9,29.4,1341,93.8,65,6.2,27.9
Merton,Abbey,33,7392.9,569,4568,62540,4.5,10.1,15.9,1008,97.4,92,3.4,12.8
Merton,Cannon Hill,40,4227.3,266,3450,57720,5.0,17.0,9.0,382,41.1,18,3.8,42.7
Merton,Colliers Wood,32,9772.7,721,4429,52340,5.8,13.3,17.3,993,92.4,68,4.2,14.5
Merton,Cricket Green,33,3833.3,626,4320,39970,11.0,24.5,28.4,1039,90.3,106,5.3,50.0
Merton,Dundonald,33,7750.0,294,4017,70060,3.4,7.8,4.6,747,80.3,49,2.3,15.2
Merton,Figge's Marsh,32,10272.7,689,4225,41200,10.9,21.0,23.0,995,88.1,91,5.0,23.0
Merton,Graveney,33,10944.4,799,3459,47680,8.2,15.8,13.5,598,60.7,43,3.8,12.3
Merton,Hillside,35,7500.0,482,4251,72750,3.7,6.4,4.3,504,56.0,26,2.5,5.7
Merton,Lavender Fields,32,8625.0,789,4029,44570,8.4,18.1,21.8,683,66.0,48,4.4,19.0
Merton,Longthornton,34,6700.0,528,3646,45940,9.7,19.1,18.5,593,59.0,33,4.6,36.6
Merton,Lower Morden,39,5083.3,202,3440,52260,5.0,20.9,8.4,316,34.5,7,3.6,34.3
Merton,Merton Park,37,5305.6,369,3651,64060,5.0,11.5,5.8,664,69.5,44,2.9,18.9
Merton,Pollards Hill,34,4704.5,344,3679,42640,10.5,21.7,25.6,746,72.1,47,4.2,52.8
Merton,Ravensbury,35,5555.6,498,3794,43160,9.1,23.7,23.7,732,73.2,55,5.4,37.8
Merton,Raynes Park,37,5157.9,363,4177,69100,4.0,9.7,7.4,481,49.1,15,3.4,24.4
Merton,St. Helier,35,5805.6,466,3976,43430,8.3,23.7,22.2,618,59.1,52,5.4,41.6
Merton,Trinity,33,8954.5,417,4275,65820,4.3,9.2,10.3,1106,112.3,104,3.2,15.7
Merton,Village,43,1371.0,288,3471,92240,3.2,6.8,1.6,582,68.5,27,2.6,62.2
Merton,West Barnes,37,4950.0,336,3615,60630,5.6,13.9,8.1,565,57.1,22,3.1,32.3
Merton,Wimbledon Park,33,4891.3,359,4285,71450,3.6,7.8,8.2,647,57.5,18,2.7,28.5
Newham,Beckton,29,2420.6,1248,5304,40180,14.1,19.2,25.8,2181,143.0,127,5.4,30.9
Newham,Boleyn,29,17888.9,1301,4928,37370,14.5,22.4,25.3,1484,92.2,99,5.8,6.1
Newham,Canning Town North,30,5960.0,1024,5512,34390,16.0,25.7,34.9,1709,114.7,117,6.7,21.7
Newham,Canning Town South,29,8972.2,1265,6358,38770,12.0,22.6,32.6,1504,93.1,86,5.8,26.6
Newham,Custom House,30,6428.6,949,4852,37610,12.7,25.3,31.8,1795,133.0,99,6.1,30.6
Newham,East Ham Central,29,16050.0,1355,4662,38210,13.6,19.3,20.1,2381,148.3,121,5.3,10.9
Newham,East Ham North,28,15500.0,1151,3650,38170,14.8,19.9,21.5,1008,72.3,55,6.2,12.3
Newham,East Ham South,29,8722.2,979,4980,37150,14.6,24.3,29.9,1288,82.0,68,5.8,23.5
Newham,Forest Gate North,30,13666.7,1199,5718,40370,12.3,17.8,26.7,1358,82.8,86,5.7,13.8
