,ln_median_income,ln_rate_of_drugs_crime,no_english_in_household,median_age,population_density,unemployment_rate,overall_absence,ln_total_crime_rate,people_in_bad_health,green_space
132,10.267088456545594,4.0842142295684285,30.182090296832126,34.0,4520.8,11.7,6.1,4.446174454497633,6.2,31.2
133,10.513524826373066,4.398584007194506,130.4706853839802,35.0,6620.0,9.1,5.6,4.257030144499196,4.6,16.1
134,10.705489138008156,3.797179295843477,49.68398876404494,38.0,3488.1,5.7,5.0,4.396915247167632,3.8,3.8
135,10.758540974939093,3.9612940544349287,16.841240501129597,43.0,2039.7,5.6,4.3,3.6506582412937387,3.7,48.6
136,10.348814194069423,4.65298974696507,115.11659072634681,32.0,7891.3,12.3,5.9,4.844974178195408,5.9,18.3
137,10.721503715141942,3.9224943052954413,22.36636099306643,45.0,1835.9,4.5,4.7,3.6988297849671046,3.4,55.2
138,10.584055950889214,3.756088203807386,39.02613677049767,40.0,5125.0,7.6,5.4,3.66612246699132,4.3,16.0
139,10.44668355633257,4.498958968449952,82.08182288969445,35.0,6916.7,11.7,6.0,4.548599834499697,4.8,17.5
140,10.425846412115792,4.467094869076011,94.2017957692893,34.0,9764.7,12.7,5.5,4.490881039585964,4.7,11.2
141,10.530227800898475,4.112195249639189,89.57980606433738,35.0,6211.5,9.8,5.9,4.370712874773608,4.5,19.5
142,10.452475637396468,4.120900979583533,89.22037714607374,34.0,4763.9,8.9,5.8,4.410371107683024,5.1,32.6
143,10.38591370178042,4.233107004264176,151.11329404060248,32.0,8775.0,11.4,5.6,4.73707525686803,5.1,17.7
144,10.430875264601097,4.622748017252064,63.46458964373287,33.0,7636.4,11.8,5.6,4.3463994570307305,4.6,33.3
145,10.505067539570582,4.396557933962419,210.34152569422278,33.0,8583.3,8.1,5.4,4.577798989191959,5.3,24.2
146,10.638975573585599,4.143955062775436,151.0325516275814,35.0,6636.4,7.9,5.2,3.9945242269398897,4.8,34.8
147,10.287047825256243,4.2889362116078695,290.93023255813955,32.0,6065.2,12.1,5.3,4.389498649512583,6.3,47.3
148,10.72634633961773,3.87749102188577,185.8020698576973,34.0,7394.7,6.0,5.3,5.097424424168647,4.0,6.1
149,10.682812429337126,4.04238482329139,153.8330203175687,35.0,6690.5,7.0,5.4,4.499809670330265,4.3,22.2
150,10.40213937537041,3.965914185856492,224.20382165605096,31.0,4360.5,9.3,6.1,4.966335035199676,5.1,19.6
151,10.570547398332755,4.313596612688495,168.5969556585043,34.0,7300.0,7.9,5.3,4.604169685654508,4.7,34.2
152,10.325481962595504,4.072924247865135,222.01198360138758,32.0,7080.0,10.6,5.9,4.653007515402251,5.5,26.2
153,10.475031911336824,3.8132224206840526,218.86263516219464,34.0,4235.3,7.8,4.9,4.378269585796169,4.5,22.6
154,10.709070162425862,3.5764669392787125,237.52039151712887,35.0,4727.3,6.4,5.0,4.247065649239764,3.5,26.7
155,10.497366731437404,4.091016772129426,171.55286551919804,35.0,6477.3,8.0,5.3,4.14946386144318,5.2,36.1
156,10.389610563661748,4.226037452224164,252.27043390514632,33.0,9300.0,9.8,5.1,4.123903364463645,5.0,19.4
157,10.788906620743196,3.91353930594611,111.3013698630137,36.0,9033.3,4.7,4.3,3.883623530906448,3.3,25.6
158,10.504519444188269,4.106966254596531,221.2171052631579,34.0,4609.4,7.7,5.1,4.186619838331271,4.1,53.3
159,10.371927459805681,4.49727190956425,194.579070184886,33.0,5428.6,9.6,5.7,4.493120682179469,4.7,34.4
160,10.259412215084156,3.8918573358335515,185.52116684453932,32.0,4328.6,13.0,5.4,4.692264892839025,5.9,56.3
161,10.27574052643818,4.608769470017738,256.4717162032598,33.0,3697.4,14.7,5.8,4.774068722449905,7.2,47.6
162,10.492384711722273,3.2510041018550173,267.4943566591422,34.0,4529.4,7.6,5.2,4.448516375942715,4.3,38.3
163,10.442900633154032,4.370256179074966,233.90450840126434,33.0,8764.7,9.6,5.5,4.664382045619937,6.8,17.5
164,10.237456658939223,4.693879974158768,359.61272475795295,32.0,8406.3,12.8,5.7,5.031091302663638,7.0,14.1
165,10.20913232536208,5.097876847171607,367.2219500244978,30.0,9125.0,13.7,4.9,4.597138014290827,6.0,16.3
166,10.823172517478298,4.274839217388961,107.25711399225459,36.0,9642.9,4.9,5.4,4.278054044290903,3.7,14.3
167,10.741600503346259,4.632688214881983,141.42518680517588,35.0,8900.0,5.6,4.2,4.624972813284271,3.6,20.1
168,10.499573020252942,4.041119800984803,232.61303795169783,33.0,9400.0,8.9,5.9,4.027135812528651,5.4,15.3
169,10.640651618512848,3.57810504861203,77.41581259150806,40.0,5600.0,6.7,5.1,4.023564380161053,4.6,29.6
170,10.500949482961666,4.2564111053742275,70.21276595744682,36.0,819.5,9.1,5.7,3.9740583963475986,5.8,81.5
171,10.682124119111489,3.57810504861203,95.11025886864813,39.0,1331.7,7.9,5.3,4.034240638152395,4.7,68.8
172,10.166236358442697,4.568356212865375,214.3788954921003,30.0,5822.6,17.0,6.3,4.74493212836325,6.8,33.2
173,10.290449189079732,4.160772507647527,144.95475499402426,31.0,3500.0,13.4,6.0,4.456670177669648,5.9,40.6
174,10.31692083029347,4.430367461608164,139.76284584980237,31.0,5015.2,13.6,5.8,4.1588830833596715,5.5,39.6
175,10.735526731962691,3.369028098728764,63.951275218880845,41.0,3878.8,5.6,5.1,4.247065649239764,4.1,27.4
176,10.295529640312152,4.450127047377813,220.71219680027522,32.0,9083.3,13.3,6.3,4.22829253473184,6.3,27.0
177,10.681435334788539,3.466625186984611,54.156855642093824,41.0,2558.8,6.1,5.2,3.763522997109702,4.6,56.5
178,10.335269968961667,4.414306783481174,169.41220516660428,34.0,3705.1,11.4,5.7,4.04305126783455,6.5,60.6
179,10.243880663900578,4.2188052492533465,195.3664147223135,31.0,7545.5,13.8,5.9,4.183575695950044,6.4,40.6
180,10.544551653225849,3.3003308196724723,180.9704714211708,35.0,8026.3,8.6,5.8,4.31748811353631,5.5,15.4
181,10.25976241645352,4.116229355722605,189.61267605633802,30.0,4500.0,14.0,5.7,4.477336814478207,5.9,44.5
182,10.41211075274692,4.134464556011526,120.08694077159934,32.0,5034.5,11.0,5.7,4.580877493419047,5.1,29.3
183,10.63393051783977,3.8016749482592807,116.94026061939415,36.0,5370.4,7.9,4.9,4.014579593753238,4.7,27.2
184,10.663124474364906,4.198612778481318,140.27939464493596,38.0,5326.9,7.2,5.6,4.191168746857641,4.7,20.6
185,10.65254236503437,3.366795954944823,43.71584699453552,39.0,6818.2,6.4,4.7,4.01096295328305,4.1,16.0
186,10.273670846499652,4.51754496235315,140.76576576576576,32.0,6282.6,13.4,6.0,4.273884476054178,6.2,30.5
187,10.256957365525912,4.296331913568999,226.9366763098682,31.0,6463.0,14.0,6.2,4.775756486563625,6.4,17.6
188,10.733784571243307,3.776345479895212,81.32361189007291,39.0,4821.4,6.0,5.1,3.9945242269398897,4.0,25.2
189,10.359011860517029,4.133501277423295,76.29107981220658,32.0,5833.3,13.0,5.3,4.334672938290411,6.3,43.9
190,10.802835563679972,3.1921527547274473,51.687242798353914,37.0,6166.7,5.7,5.2,4.33204826486764,4.4,15.5
191,10.543761243489005,3.7954102449199527,93.74455480048789,33.0,7225.0,10.3,5.5,4.079230924412053,6.1,31.6
192,10.555552287994843,3.3628511766538067,35.7487922705314,40.0,5240.0,7.5,5.5,4.063885354737392,5.8,20.0
193,10.671742205582879,4.042237645426675,34.24790815333723,41.0,4826.9,6.2,4.3,4.097672352314776,4.9,24.6
194,10.521911186900137,3.7408174245740993,45.983816854154334,34.0,2739.1,9.4,5.7,4.525044141508807,4.9,54.6
195,10.441441843690372,4.076851404774583,63.941299790356396,35.0,4354.2,11.3,6.0,4.416428061391214,7.3,30.5
196,10.363756452684967,3.821093034116382,138.2174106480795,31.0,10735.3,14.6,5.5,4.133565275375382,5.7,32.6
197,10.651832893560835,4.5888855922235905,96.75599435825106,31.0,5928.6,9.2,4.9,4.812997033190408,3.9,49.0
198,10.484025788713419,4.274839217388961,75.9319704518124,34.0,5979.2,9.3,5.6,4.21803603456465,6.3,28.2
199,10.472770745873687,3.955974892957329,55.73593073593074,36.0,4106.1,10.2,6.2,4.257030144499196,6.4,37.0
200,10.641608098738805,3.471648082182955,103.72040586245772,32.0,3133.3,7.2,5.4,5.120386158055375,4.7,33.7
201,10.385605012165374,4.448446706238557,145.69874192451547,32.0,7000.0,13.9,5.5,4.441474093317302,5.2,41.0
202,10.57208586017466,3.824071210555008,52.04810221721157,37.0,3552.6,9.5,5.1,3.914021008090819,4.8,57.1
203,10.447264276441805,3.8238218603029277,120.88543912606009,30.0,4125.0,13.4,4.8,4.441474093317302,4.6,55.5
204,10.317581987342347,4.718243584734545,136.20635419943378,29.0,6750.0,15.4,5.5,4.5612182984589085,5.3,39.4
205,10.4204940353772,4.046153978364425,132.85854616895872,30.0,6000.0,13.4,6.0,4.869839484130799,5.4,34.9
206,10.59838320363019,4.325745798775292,185.57968045882836,31.0,13937.5,7.6,6.0,4.500920164614292,5.7,28.2
207,10.54875665285161,4.1566727619633195,163.85846672283066,28.0,19214.3,10.4,5.3,4.001863709427935,4.8,12.8
208,10.389303013297951,4.361036358782046,143.64739471805854,30.0,14777.8,14.8,5.4,4.841822087327094,6.5,20.5
209,10.724368099605625,4.045554398052668,105.70209464701318,32.0,17500.0,7.8,5.2,4.345103280569283,5.8,12.3
210,10.551375826690458,4.410289594417643,140.03730183400683,31.0,16444.4,10.5,5.1,5.154446996128335,5.5,17.1
211,10.57285420443067,4.33892844477418,116.50966782350025,31.0,15222.2,9.4,5.5,4.546481189639412,5.5,14.2
212,10.470504455951861,5.372069688302349,128.37345003646973,31.0,15750.0,12.8,5.3,4.848116364598481,6.9,14.1
213,10.48290596776773,4.478048178548752,154.6808901967997,31.0,13000.0,12.7,6.0,4.364371699435161,6.8,33.8
214,10.49349397417656,4.483847853000342,174.23273657289002,30.0,11625.0,10.7,5.3,5.88638177065483,6.0,19.1
215,10.462245830057421,4.574764671219978,166.0020676414119,29.0,19000.0,12.3,5.6,4.616110126026426,6.0,27.6
216,10.372553242053888,4.434021929792262,134.0596873519659,31.0,6194.4,16.1,5.3,4.157319361383489,7.9,67.7
217,10.466241269162477,4.395449655006022,172.58239768199928,31.0,12818.2,12.9,5.5,4.365643155423357,6.7,23.0
218,10.595133606969807,4.074541934925921,130.82281236395298,29.0,10250.0,8.9,5.4,4.130354999745133,5.6,33.6
219,10.479819978504239,4.224628486332384,194.45056155031932,28.0,12600.0,13.0,5.9,4.324132656254979,6.2,28.0
220,10.511076844734427,4.4933670539899255,118.2741116751269,31.0,12454.5,10.9,5.8,4.897093252697127,7.0,15.6
221,10.42138808997408,4.584061222777856,181.67165553764679,27.0,12400.0,15.1,5.8,4.123903364463645,6.4,26.5
222,10.654903641220049,4.441969670640915,130.41013041013042,32.0,17857.1,8.4,5.5,4.640537329825382,5.8,13.3
223,10.528088190560963,4.445647544158943,104.21836228287842,31.0,16625.0,12.1,5.7,4.678420647727684,6.4,20.9
224,10.400923939183103,4.3811574473092945,108.91295293627655,30.0,7375.0,14.7,5.8,4.579852378003801,7.0,29.5
225,10.691262862174856,4.187461496774215,157.57467358254337,33.0,19166.7,6.3,5.5,4.799914262780603,4.2,0.3
226,10.55711397493379,4.419945869536176,147.89862046839912,32.0,17687.5,9.0,6.0,4.291828366755733,5.4,3.6
227,10.677061982208688,4.239940390071826,203.53208602902606,32.0,13555.6,7.3,5.8,4.429625613473161,4.5,8.8
228,10.338187785912627,4.2035885779063245,194.88296135002722,32.0,2691.2,11.7,6.4,4.944495491591711,6.2,43.8
229,10.648515354973062,3.7581320995989715,155.7475884244373,32.0,15714.3,7.3,6.1,4.758749273916392,5.7,3.1
230,10.645662964163428,3.905679531505971,140.4573972879984,31.0,12500.0,6.1,5.8,4.589040804058207,4.6,20.9
